Source,Target,Type,Id,Label,Weight
intellectual disability,nasal congestion,Undirected,39917,,1
intellectual disability,lung infection,Undirected,39918,,1
intellectual disability,purpura,Undirected,39919,,2
intellectual disability,obesity,Undirected,39920,,1
intellectual disability,trauma,Undirected,39921,,1
intellectual disability,speech disorder,Undirected,39922,,2
intellectual disability,sensation of tightness,Undirected,39923,,1
intellectual disability,limb deformities,Undirected,39924,,1
intellectual disability,splenomegaly,Undirected,39925,,3
intellectual disability,psychiatric disorders,Undirected,39926,,1
intellectual disability,may be,Undirected,39927,,1
intellectual disability,toes,Undirected,39928,,1
intellectual disability,polydactyly,Undirected,39929,,1
intellectual disability,vascular malformations,Undirected,39930,,2
intellectual disability,slow reflexes,Undirected,39931,,1
intellectual disability,mutism,Undirected,39932,,1
intellectual disability,intense itching,Undirected,39933,,1
intellectual disability,widespread,Undirected,39934,,1
intellectual disability,purulent discharge,Undirected,39935,,1
intellectual disability,loose skin,Undirected,39936,,1
intellectual disability,malnutrition,Undirected,39937,,1
intellectual disability,sometimes,Undirected,39938,,1
intellectual disability,learning difficulties,Undirected,39939,,4
intellectual disability,wrinkling,Undirected,39940,,1
intellectual disability,uterine bleeding,Undirected,39941,,1
intellectual disability,stupor,Undirected,39942,,3
intellectual disability,muscle spasms,Undirected,39943,,1
intellectual disability,short neck,Undirected,39944,,3
intellectual disability,wide eye spacing,Undirected,39945,,1
intellectual disability,palate,Undirected,39946,,1
intellectual disability,projectile vomiting,Undirected,39947,,1
intellectual disability,strabismus,Undirected,39948,,1
intellectual disability,mild paralysis,Undirected,39949,,1
intellectual disability,slow physical development during puberty,Undirected,39950,,1
intellectual disability,necrosis,Undirected,39951,,1
intellectual disability,night blindness,Undirected,39952,,1
intellectual disability,unstable gait,Undirected,39953,,1
intellectual disability,local itching,Undirected,39954,,1
intellectual disability,personality changes,Undirected,39955,,1
intellectual disability,vision loss,Undirected,39956,,1
intellectual disability,telangiectasia,Undirected,39957,,1
intellectual disability,sensory impairment,Undirected,39958,,2
intellectual disability,paraplegia,Undirected,39959,,1
intellectual disability,skin ulceration,Undirected,39960,,1
intellectual disability,there may be eyelid heaviness,Undirected,39961,,1
intellectual disability,spina bifida,Undirected,39962,,1
intellectual disability,nystagmus,Undirected,39963,,1
intellectual disability,vomiting after eating,Undirected,39964,,1
intellectual disability,renal disease,Undirected,39965,,1
intellectual disability,limb paralysis,Undirected,39966,,2
intellectual disability,motor aphasia,Undirected,39967,,1
intellectual disability,kyphosis,Undirected,39968,,2
intellectual disability,rheumatoid arthritis,Undirected,39969,,1
intellectual disability,spinal protrusion,Undirected,39970,,1
intellectual disability,timidity,Undirected,39971,,1
intellectual disability,skin showing folded or nodular thickening,Undirected,39972,,1
intellectual disability,particularly evident on the upper limbs,Undirected,39973,,1
intellectual disability,symmetrical distribution,Undirected,39974,,1
intellectual disability,possibility of blindness due to retinal degeneration,Undirected,39975,,1
intellectual disability,slow response,Undirected,39976,,1
intellectual disability,mild protrusion of the supraorbital ridge,Undirected,39977,,1
intellectual disability,mild skeletal abnormalities,Undirected,39978,,1
intellectual disability,skeletal anomalies,Undirected,39979,,2
intellectual disability,thoracic,Undirected,39980,,1
intellectual disability,motor disorders,Undirected,39981,,2
intellectual disability,peculiar behavior,Undirected,39982,,1
intellectual disability,relatively longer limbs,Undirected,39983,,1
intellectual disability,memory loss,Undirected,39984,,1
intellectual disability,thick lips,Undirected,39985,,1
intellectual disability,port-wine stains,Undirected,39986,,1
intellectual disability,lens opacity,Undirected,39987,,1
intellectual disability,violent impulsive behavior,Undirected,39988,,1
intellectual disability,protruding forehead,Undirected,39989,,1
intellectual disability,poor cartilage development,Undirected,39990,,1
intellectual disability,skeletal deformities,Undirected,39991,,1
intellectual disability,sensory dullness,Undirected,39992,,1
intellectual disability,ventricular compression shift,Undirected,39993,,1
intellectual disability,mental retardation,Undirected,39994,,1
intellectual disability,macrostomia,Undirected,39995,,1
intellectual disability,ocular defects,Undirected,39996,,1
intellectual disability,small palpebral fissures,Undirected,39997,,1
intellectual disability,leading to disproportionate body shape,Undirected,39998,,1
intellectual disability,quadriplegia,Undirected,39999,,1
intellectual disability,poor sucking,Undirected,40000,,1
intellectual disability,vision disorders,Undirected,40001,,1
intellectual disability,movement disorders,Undirected,40002,,1
intellectual disability,wide-set eyes,Undirected,40003,,3
intellectual disability,low-set ears,Undirected,40004,,2
intellectual disability,sparse teeth,Undirected,40005,,1
intellectual disability,toenails,Undirected,40006,,1
intellectual disability,prominent forehead,Undirected,40007,,1
intellectual disability,loss of subcutaneous fat,Undirected,40008,,1
intellectual disability,larger fontanelle,Undirected,40009,,1
intellectual disability,pain during movement or h,Undirected,40010,,1
intellectual disability,swelling occur,Undirected,40011,,1
intellectual disability,the wounds failing to heal for a long time,Undirected,40012,,1
intellectual disability,transient fainting,Undirected,40013,,1
intellectual disability,self-blame,Undirected,40014,,1
intellectual disability,or a state of disarray,Undirected,40015,,1
intellectual disability,persistent bleeding at injection sites,Undirected,40016,,1
intellectual disability,obvious history of h,Undirected,40017,,1
intellectual disability,tendon exposure,Undirected,40018,,1
intellectual disability,missing fingers,Undirected,40019,,1
intellectual disability,joint soreness,Undirected,40020,,1
intellectual disability,psychiatric abnormalities,Undirected,40021,,1
intellectual disability,intelligence corresponding to age,Undirected,40022,,1
intellectual disability,skin nevus,Undirected,40023,,1
intellectual disability,wrist sign,Undirected,40024,,1
intellectual disability,pulmonary atresia,Undirected,40025,,1
intellectual disability,pain or peculiar sensations,Undirected,40026,,1
intellectual disability,sacral dysplasia,Undirected,40027,,1
intellectual disability,kernicterus,Undirected,40028,,1
intellectual disability,spastic paraplegic gait,Undirected,40029,,1
intellectual disability,urine has a unique mouse-like odor,Undirected,40030,,1
intellectual disability,patients present,Undirected,40031,,2
intellectual disability,loss of sucking reflex,Undirected,40032,,1
intellectual disability,short yellowish or reddish urine,Undirected,40033,,1
intellectual disability,partial loss of speech function,Undirected,40034,,1
intellectual disability,slowed heart rate,Undirected,40035,,1
intellectual disability,subcutaneous fat deficiency in limbs,Undirected,40036,,1
intellectual disability,left ventricular outflow tract anomalies,Undirected,40037,,1
intellectual disability,ulnar nerve damage,Undirected,40038,,1
intellectual disability,the affected limb droops,Undirected,40039,,1
intellectual disability,the shoulder cannot be abducted,Undirected,40040,,1
intellectual disability,the elbow is slightly flexed,Undirected,40041,,1
intellectual disability,the forearm is pronated. there is atrophy of the thenar,Undirected,40042,,1
intellectual disability,loss of sensation can affect the entire upper limb,Undirected,40043,,1
intellectual disability,shorter upper body,Undirected,40044,,1
intellectual disability,normal corneas,Undirected,40045,,1
intellectual disability,solitude,Undirected,40046,,1
intellectual disability,top-heavy sensation,Undirected,40047,,1
intellectual disability,moderate intellectual disability,Undirected,40048,,1
intellectual disability,poor immunity,Undirected,40049,,1
intellectual disability,similar to flatulence,Undirected,40050,,1
intellectual disability,uncontrollable by the individual,Undirected,40051,,1
intellectual disability,producing a continuous rustling sound,Undirected,40052,,1
intellectual disability,spastic tetraplegia,Undirected,40053,,1
intellectual disability,long bone growth disorder,Undirected,40054,,1
intellectual disability,localized skin fragility,Undirected,40055,,1
intellectual disability,squamae,Undirected,40056,,1
intellectual disability,reddening upon exposure to heat,Undirected,40057,,1
intellectual disability,widely spaced eyes,Undirected,40058,,1
intellectual disability,newborn bradykinesia,Undirected,40059,,1
intellectual disability,developmental delay,Undirected,40060,,5
intellectual disability,distinctive facial appearance,Undirected,40061,,2
intellectual disability,chest pain,Undirected,40062,,1
intellectual disability,burning sensation,Undirected,40063,,2
intellectual disability,chills,Undirected,40064,,1
intellectual disability,hypokalemia,Undirected,40065,,1
intellectual disability,hemoptysis,Undirected,40066,,1
intellectual disability,constipation,Undirected,40067,,1
intellectual disability,anxiety,Undirected,40068,,2
intellectual disability,abnormal breathing,Undirected,40069,,1
intellectual disability,erythema,Undirected,40070,,1
intellectual disability,convulsions,Undirected,40071,,1
intellectual disability,hypothermia,Undirected,40072,,1
intellectual disability,bleeding,Undirected,40073,,1
intellectual disability,dryness,Undirected,40074,,1
intellectual disability,crying,Undirected,40075,,2
intellectual disability,abnormal hair,Undirected,40076,,1
intellectual disability,bloody stool,Undirected,40077,,1
intellectual disability,abnormal tendon reflexes,Undirected,40078,,1
intellectual disability,foot deformities,Undirected,40079,,1
intellectual disability,hemiplegia,Undirected,40080,,2
intellectual disability,cold,Undirected,40081,,3
intellectual disability,high fever,Undirected,40082,,1
intellectual disability,back pain,Undirected,40083,,1
intellectual disability,hallucinations,Undirected,40084,,1
intellectual disability,emaciation,Undirected,40085,,3
intellectual disability,aphasia,Undirected,40086,,1
intellectual disability,facial paralysis,Undirected,40087,,1
intellectual disability,general malaise,Undirected,40088,,2
intellectual disability,ataxia,Undirected,40089,,1
intellectual disability,hearing loss,Undirected,40090,,2
intellectual disability,epilepsy,Undirected,40091,,2
intellectual disability,feeding difficulties,Undirected,40092,,3
intellectual disability,abnormal physique,Undirected,40093,,1
intellectual disability,hemiparesis,Undirected,40094,,1
intellectual disability,diplopia,Undirected,40095,,1
intellectual disability,dysphagia,Undirected,40096,,1
intellectual disability,delusions,Undirected,40097,,1
intellectual disability,depression,Undirected,40098,,2
intellectual disability,desquamation,Undirected,40099,,2
intellectual disability,infertility,Undirected,40100,,1
intellectual disability,delayed sexual development,Undirected,40101,,3
intellectual disability,hypertrichosis,Undirected,40102,,1
intellectual disability,incontinence of urine,Undirected,40103,,1
intellectual disability,feces,Undirected,40104,,1
intellectual disability,confusion,Undirected,40105,,2
intellectual disability,dementia,Undirected,40106,,3
intellectual disability,increased intracranial pressure,Undirected,40107,,1
intellectual disability,cleft lip,Undirected,40108,,2
intellectual disability,brachycephaly,Undirected,40109,,1
intellectual disability,history of trauma,Undirected,40110,,1
intellectual disability,extension,Undirected,40111,,1
intellectual disability,hemianopia,Undirected,40112,,1
intellectual disability,eczema,Undirected,40113,,2
intellectual disability,along,Undirected,40114,,1
intellectual disability,hematemesis,Undirected,40115,,1
intellectual disability,feet,Undirected,40116,,1
intellectual disability,delayed speech development,Undirected,40117,,1
intellectual disability,decreased muscle tone,Undirected,40118,,4
intellectual disability,flat feet,Undirected,40119,,1
intellectual disability,coarse facial features,Undirected,40120,,1
intellectual disability,deafness,Undirected,40121,,2
intellectual disability,blindness,Undirected,40122,,2
intellectual disability,allergic dermatitis,Undirected,40123,,1
intellectual disability,apathy,Undirected,40124,,2
intellectual disability,discharge of pus,Undirected,40125,,1
intellectual disability,general weakness,Undirected,40126,,1
intellectual disability,hoarse voice,Undirected,40127,,1
intellectual disability,disturbance of consciousness,Undirected,40128,,1
intellectual disability,hydrocephalus,Undirected,40129,,1
intellectual disability,cool skin,Undirected,40130,,1
intellectual disability,decreased libido,Undirected,40131,,1
intellectual disability,facial angiofibromas,Undirected,40132,,2
intellectual disability,cognitive impairment,Undirected,40133,,2
intellectual disability,enlarged tongue,Undirected,40134,,1
intellectual disability,abnormal body shape,Undirected,40135,,1
intellectual disability,cataract,Undirected,40136,,1
intellectual disability,apathetic expression,Undirected,40137,,1
intellectual disability,facial deformities,Undirected,40138,,1
intellectual disability,delayed response,Undirected,40139,,1
intellectual disability,dry skin,Undirected,40140,,3
intellectual disability,disordered behavior,Undirected,40141,,1
intellectual disability,hyperactivity,Undirected,40142,,3
intellectual disability,eye itchiness,Undirected,40143,,1
intellectual disability,delirium,Undirected,40144,,4
intellectual disability,bilateral bradykinesia,Undirected,40145,,1
intellectual disability,aggressive behavior,Undirected,40146,,1
intellectual disability,growth retardation,Undirected,40147,,3
intellectual disability,a diameter of several centimeters,Undirected,40148,,1
intellectual disability,facial asymmetry,Undirected,40149,,1
intellectual disability,claw h,Undirected,40150,,2
intellectual disability,dwarfism,Undirected,40151,,1
intellectual disability,flat nasal bridge,Undirected,40152,,3
intellectual disability,corneal clouding,Undirected,40153,,3
intellectual disability,cherry-red spots on the skin in some children,Undirected,40154,,1
intellectual disability,delayed language development,Undirected,40155,,1
intellectual disability,hearing impairment,Undirected,40156,,1
intellectual disability,gum bleeding,Undirected,40157,,1
intellectual disability,generalized skeletal muscle spasm,Undirected,40158,,1
intellectual disability,high-arched palate,Undirected,40159,,2
intellectual disability,drooling,Undirected,40160,,1
intellectual disability,drooping eyelids,Undirected,40161,,1
intellectual disability,cheekbones,Undirected,40162,,2
intellectual disability,frequent suicidal attempts,Undirected,40163,,1
intellectual disability,febrile episodes,Undirected,40164,,1
intellectual disability,initially,Undirected,40165,,1
intellectual disability,falls,Undirected,40166,,1
intellectual disability,hemiatrophy,Undirected,40167,,1
intellectual disability,delayed growth,Undirected,40168,,1
intellectual disability,diaphoresis,Undirected,40169,,1
intellectual disability,dull facial expressions,Undirected,40170,,1
intellectual disability,abnormal abdominal bulging or indentations,Undirected,40171,,1
intellectual disability,fingernails,Undirected,40172,,1
intellectual disability,accessory ears,Undirected,40173,,1
intellectual disability,crowded teeth,Undirected,40174,,1
intellectual disability,cherry-red spot at the fundus,Undirected,40175,,1
intellectual disability,facial discoloration,Undirected,40176,,1
intellectual disability,frequent abdominal distension,Undirected,40177,,1
intellectual disability,ial hypoglycemia,Undirected,40178,,1
intellectual disability,decreased immunity,Undirected,40179,,1
intellectual disability,increased interocular distance,Undirected,40180,,1
intellectual disability,hip joints,Undirected,40181,,1
intellectual disability,followed by the eruption,Undirected,40182,,1
intellectual disability,flesh turning grey,Undirected,40183,,1
intellectual disability,bradykinesia of h,Undirected,40184,,1
intellectual disability,feet on both sides,Undirected,40185,,1
intellectual disability,associated fractures,Undirected,40186,,1
intellectual disability,dysfunction in finger flexion,Undirected,40187,,1
intellectual disability,changes in secondary sexual characteristics,Undirected,40188,,1
intellectual disability,growth disorders,Undirected,40189,,1
intellectual disability,asthenic syndrome (brain fatigue),Undirected,40190,,1
intellectual disability,arachnodactyly,Undirected,40191,,1
intellectual disability,behavioral changes,Undirected,40192,,1
intellectual disability,abnormal psychomotor development in children,Undirected,40193,,1
intellectual disability,gingival hypertrophy,Undirected,40194,,1
intellectual disability,'gargoyle' facies,Undirected,40195,,1
intellectual disability,gonadal dysfunction,Undirected,40196,,1
intellectual disability,congenital anomalies of the eyes,Undirected,40197,,1
intellectual disability,abnormal physical development,Undirected,40198,,1
intellectual disability,gonadal dysgenesis,Undirected,40199,,1
intellectual disability,head relatively larger,Undirected,40200,,1
intellectual disability,facial appearance resembles an 'old man',Undirected,40201,,1
intellectual disability,alert reactions,Undirected,40202,,1
intellectual disability,inflexible movements,Undirected,40203,,1
intellectual disability,attention deficits,Undirected,40204,,1
intellectual disability,increased valgus angle of the elbow joint,Undirected,40205,,1
intellectual disability,hypotenar muscles on the affected side,Undirected,40206,,1
intellectual disability,distensible atrophic striae,Undirected,40207,,1
intellectual disability,coarse hair,Undirected,40208,,1
intellectual disability,hypotonia of limbs,Undirected,40209,,1
intellectual disability,brain metastasis,Undirected,40210,,1
intellectual disability,frequent expulsion of air from the vagina,Undirected,40211,,1
intellectual disability,chest fullness,Undirected,40212,,1
intellectual disability,excessive hairiness,Undirected,40213,,1
intellectual disability,foul-smelling urine,Undirected,40214,,1
developmental delay,short stature,Undirected,40215,,4
developmental delay,distinctive facial appearance,Undirected,40216,,1
developmental delay,skin infections,Undirected,40217,,1
developmental delay,pus,Undirected,40218,,1
developmental delay,difficulty breathing,Undirected,40219,,1
developmental delay,hypokalemia,Undirected,40220,,1
developmental delay,often,Undirected,40221,,1
developmental delay,maculopapular rash,Undirected,40222,,1
developmental delay,small,Undirected,40223,,1
developmental delay,neuralgia,Undirected,40224,,1
developmental delay,pale complexion,Undirected,40225,,2
developmental delay,itching,Undirected,40226,,2
developmental delay,ptosis,Undirected,40227,,1
developmental delay,exophthalmos,Undirected,40228,,1
developmental delay,visual impairment,Undirected,40229,,1
developmental delay,weakness,Undirected,40230,,1
developmental delay,seizures,Undirected,40231,,6
developmental delay,fear,Undirected,40232,,1
developmental delay,erythema,Undirected,40233,,1
developmental delay,pigmentation,Undirected,40234,,1
developmental delay,papules,Undirected,40235,,3
developmental delay,tremors,Undirected,40236,,2
developmental delay,hyperreflexia,Undirected,40237,,1
developmental delay,lethargy,Undirected,40238,,2
developmental delay,meningitis,Undirected,40239,,1
developmental delay,respiratory distress,Undirected,40240,,1
developmental delay,joint pain,Undirected,40241,,2
developmental delay,pale skin,Undirected,40242,,1
developmental delay,sore throat,Undirected,40243,,1
developmental delay,mental disorders,Undirected,40244,,3
developmental delay,rough skin,Undirected,40245,,2
developmental delay,thickened,Undirected,40246,,1
developmental delay,scoliosis,Undirected,40247,,2
developmental delay,foot deformities,Undirected,40248,,2
developmental delay,spinal,Undirected,40249,,1
developmental delay,nutritional disorders,Undirected,40250,,1
developmental delay,hemiplegia,Undirected,40251,,1
developmental delay,vesicles,Undirected,40252,,1
developmental delay,ing,Undirected,40253,,1
developmental delay,drowsiness,Undirected,40254,,1
developmental delay,ial fullness,Undirected,40255,,1
developmental delay,emaciation,Undirected,40256,,1
developmental delay,poor appetite,Undirected,40257,,1
developmental delay,sparse hair,Undirected,40258,,3
developmental delay,microphthalmia,Undirected,40259,,1
developmental delay,general malaise,Undirected,40260,,1
developmental delay,refusal to eat,Undirected,40261,,1
developmental delay,polydipsia,Undirected,40262,,1
developmental delay,epilepsy,Undirected,40263,,1
developmental delay,feeding difficulties,Undirected,40264,,3
developmental delay,reduced intelligence,Undirected,40265,,3
developmental delay,purpura,Undirected,40266,,2
developmental delay,lymphadenopathy,Undirected,40267,,1
developmental delay,hemiparesis,Undirected,40268,,1
developmental delay,dysphagia,Undirected,40269,,2
developmental delay,speech disorder,Undirected,40270,,4
developmental delay,prone to falling,Undirected,40271,,1
developmental delay,male sexual dysfunction,Undirected,40272,,1
developmental delay,miscarriage,Undirected,40273,,1
developmental delay,limb deformities,Undirected,40274,,2
developmental delay,splenomegaly,Undirected,40275,,2
developmental delay,hyperuricemia,Undirected,40276,,1
developmental delay,hypoglycemia,Undirected,40277,,1
developmental delay,dolichocephaly,Undirected,40278,,1
developmental delay,optic atrophy,Undirected,40279,,1
developmental delay,persistent infections,Undirected,40280,,1
developmental delay,multiple opportunistic infections,Undirected,40281,,1
developmental delay,skin lesions,Undirected,40282,,2
developmental delay,eczema,Undirected,40283,,2
developmental delay,widespread,Undirected,40284,,1
developmental delay,worsening,Undirected,40285,,1
developmental delay,malnutrition,Undirected,40286,,4
developmental delay,feet,Undirected,40287,,2
developmental delay,involuntary movements,Undirected,40288,,1
developmental delay,limb weakness,Undirected,40289,,1
developmental delay,learning difficulties,Undirected,40290,,2
developmental delay,pericarditis,Undirected,40291,,1
developmental delay,goiter,Undirected,40292,,1
developmental delay,limb shortening,Undirected,40293,,1
developmental delay,poor computational skills,Undirected,40294,,1
developmental delay,memory impairment,Undirected,40295,,1
developmental delay,lack of concentration,Undirected,40296,,1
developmental delay,low cognition,Undirected,40297,,1
developmental delay,poor underst,Undirected,40298,,1
developmental delay,muscle spasms,Undirected,40299,,1
developmental delay,short neck,Undirected,40300,,4
developmental delay,wide eye spacing,Undirected,40301,,3
developmental delay,palate,Undirected,40302,,1
developmental delay,dysarthria,Undirected,40303,,1
developmental delay,general weakness,Undirected,40304,,1
developmental delay,strabismus,Undirected,40305,,2
developmental delay,hypothyroidism,Undirected,40306,,1
developmental delay,slow physical development during puberty,Undirected,40307,,1
developmental delay,uveitis,Undirected,40308,,1
developmental delay,unstable gait,Undirected,40309,,2
developmental delay,small testicles,Undirected,40310,,1
developmental delay,enlarged tongue,Undirected,40311,,1
developmental delay,unilateral,Undirected,40312,,1
developmental delay,prone to respiratory infections,Undirected,40313,,1
developmental delay,difficulty in sucking,Undirected,40314,,1
developmental delay,unclear speech,Undirected,40315,,1
developmental delay,soft skull,Undirected,40316,,1
developmental delay,soft neck,Undirected,40317,,1
developmental delay,soft h,Undirected,40318,,1
developmental delay,soft muscles,Undirected,40319,,1
developmental delay,weak oral muscles,Undirected,40320,,1
developmental delay,osteoporosis,Undirected,40321,,1
developmental delay,pyrroluria,Undirected,40322,,1
developmental delay,guanidinuria,Undirected,40323,,1
developmental delay,keratotic rash,Undirected,40324,,1
developmental delay,limb tremor,Undirected,40325,,1
developmental delay,dry skin,Undirected,40326,,2
developmental delay,hyperactivity,Undirected,40327,,3
developmental delay,erythematous rash,Undirected,40328,,1
developmental delay,oral c,Undirected,40329,,1
developmental delay,idiasis,Undirected,40330,,1
developmental delay,nystagmus,Undirected,40331,,2
developmental delay,self-injurious behavior,Undirected,40332,,1
developmental delay,growth retardation,Undirected,40333,,1
developmental delay,timidity,Undirected,40334,,1
developmental delay,mild protrusion of the supraorbital ridge,Undirected,40335,,1
developmental delay,flat nasal bridge,Undirected,40336,,3
developmental delay,mild skeletal abnormalities,Undirected,40337,,1
developmental delay,hearing impairment,Undirected,40338,,1
developmental delay,skeletal anomalies,Undirected,40339,,1
developmental delay,stunted growth,Undirected,40340,,1
developmental delay,thick lips,Undirected,40341,,2
developmental delay,high blood pressure,Undirected,40342,,1
developmental delay,enlarged male breasts,Undirected,40343,,1
developmental delay,preeclampsia,Undirected,40344,,1
developmental delay,genu valgum,Undirected,40345,,1
developmental delay,mental retardation,Undirected,40346,,1
developmental delay,scissors gait in the lower limbs,Undirected,40347,,1
developmental delay,infantile spasms,Undirected,40348,,1
developmental delay,gastrointestinal symptoms,Undirected,40349,,1
developmental delay,movement disorders,Undirected,40350,,1
developmental delay,wide-set eyes,Undirected,40351,,1
developmental delay,low-set ears,Undirected,40352,,1
developmental delay,sparse teeth,Undirected,40353,,1
developmental delay,eversion of infant ribs,Undirected,40354,,1
developmental delay,reduced endurance,Undirected,40355,,1
developmental delay,open cranial sutures,Undirected,40356,,1
developmental delay,gaze palsy,Undirected,40357,,1
developmental delay,easily irritated,Undirected,40358,,1
developmental delay,fetal distress,Undirected,40359,,1
developmental delay,hip joints,Undirected,40360,,1
developmental delay,poor spirit,Undirected,40361,,1
developmental delay,freckles,Undirected,40362,,1
developmental delay,the distal phalanges of the toes appearing spheroidal,Undirected,40363,,1
developmental delay,pseudo-athetosis,Undirected,40364,,1
developmental delay,neonatal athetosis,Undirected,40365,,1
developmental delay,localized muscular hypertonia,Undirected,40366,,1
developmental delay,mild hepatic steatosis,Undirected,40367,,1
developmental delay,waddling gait,Undirected,40368,,1
developmental delay,renal calcification,Undirected,40369,,1
developmental delay,vitamin deficiency,Undirected,40370,,1
developmental delay,slowed heart rate,Undirected,40371,,1
developmental delay,meconium in amniotic fluid,Undirected,40372,,1
developmental delay,excessive fetal movements,Undirected,40373,,1
developmental delay,meconium contamination,Undirected,40374,,1
developmental delay,placental implantation,Undirected,40375,,1
developmental delay,placental aging,Undirected,40376,,1
developmental delay,increased lip creases deformities,Undirected,40377,,1
developmental delay,distinct cheek concavity,Undirected,40378,,1
developmental delay,limb atrophy,Undirected,40379,,1
developmental delay,smaller head circumference,Undirected,40380,,1
developmental delay,myasthenia of the tongue,Undirected,40381,,1
developmental delay,solitude,Undirected,40382,,1
developmental delay,infant sweating during sleep,Undirected,40383,,1
developmental delay,large head,Undirected,40384,,1
developmental delay,spastic tetraplegia,Undirected,40385,,1
developmental delay,peculiar mousy odor in urine,Undirected,40386,,1
developmental delay,sparse dentition,Undirected,40387,,1
developmental delay,localized swelling or mass,Undirected,40388,,1
developmental delay,foul-smelling urine,Undirected,40389,,1
developmental delay,cough,Undirected,40390,,3
developmental delay,bradycardia,Undirected,40391,,1
developmental delay,constipation,Undirected,40392,,3
developmental delay,anxiety,Undirected,40393,,1
developmental delay,abnormal breathing,Undirected,40394,,2
developmental delay,cardiac murmur,Undirected,40395,,1
developmental delay,convulsions,Undirected,40396,,1
developmental delay,abnormal tendon reflexes,Undirected,40397,,1
developmental delay,cold,Undirected,40398,,1
developmental delay,abscess,Undirected,40399,,1
developmental delay,ataxia,Undirected,40400,,4
developmental delay,delayed sexual development,Undirected,40401,,1
developmental delay,dementia,Undirected,40402,,1
developmental delay,brachycephaly,Undirected,40403,,2
developmental delay,bacterial infection,Undirected,40404,,1
developmental delay,decreased activity,Undirected,40405,,1
developmental delay,decreased appetite,Undirected,40406,,2
developmental delay,delayed speech development,Undirected,40407,,1
developmental delay,decreased muscle tone,Undirected,40408,,2
developmental delay,crust formation,Undirected,40409,,1
developmental delay,deafness,Undirected,40410,,3
developmental delay,apathy,Undirected,40411,,1
developmental delay,amenorrhea,Undirected,40412,,1
developmental delay,affective disorders,Undirected,40413,,1
developmental delay,cool skin,Undirected,40414,,1
developmental delay,decreased libido,Undirected,40415,,1
developmental delay,behavioral abnormalities,Undirected,40416,,1
developmental delay,abnormal body shape,Undirected,40417,,1
developmental delay,autonomic dysfunction,Undirected,40418,,1
developmental delay,cataract,Undirected,40419,,1
developmental delay,apathetic expression,Undirected,40420,,3
developmental delay,absence of beard,Undirected,40421,,1
developmental delay,delayed response,Undirected,40422,,1
developmental delay,aminoaciduria,Undirected,40423,,1
developmental delay,choreiform involuntary movement,Undirected,40424,,1
developmental delay,bruising,Undirected,40425,,1
developmental delay,aggressive behavior,Undirected,40426,,2
developmental delay,claw h,Undirected,40427,,1
developmental delay,corneal clouding,Undirected,40428,,1
developmental delay,cherry-red spots on the skin in some children,Undirected,40429,,1
developmental delay,delayed language development,Undirected,40430,,1
developmental delay,delayed growth,Undirected,40431,,8
developmental delay,decreased intelligence,Undirected,40432,,1
developmental delay,articulation disorders,Undirected,40433,,1
developmental delay,choreiform movements,Undirected,40434,,1
developmental delay,bulging fontanelles,Undirected,40435,,1
developmental delay,coagulation dysfunction,Undirected,40436,,1
developmental delay,choreiform athetosis,Undirected,40437,,1
developmental delay,destructive behavior,Undirected,40438,,1
developmental delay,coarse respiratory sounds,Undirected,40439,,1
developmental delay,abnormal psychomotor development in children,Undirected,40440,,2
developmental delay,abnormally tall stature,Undirected,40441,,1
developmental delay,changes in fetal heart rate,Undirected,40442,,1
developmental delay,changes in fetal movement,Undirected,40443,,1
developmental delay,cerebral atrophy,Undirected,40444,,1
developmental delay,below-average measurements in height,Undirected,40445,,1
developmental delay,delayed motor,Undirected,40446,,1
developmental delay,cerebral palsy,Undirected,40447,,1
developmental delay,choreoathetoid movements,Undirected,40448,,1
developmental delay,brownish hair,Undirected,40449,,1
short stature,skin infections,Undirected,40450,,1
short stature,thickening,Undirected,40451,,1
short stature,weakness,Undirected,40452,,1
short stature,tremors,Undirected,40453,,1
short stature,spinal,Undirected,40454,,2
short stature,speech disorder,Undirected,40455,,1
short stature,splenomegaly,Undirected,40456,,4
short stature,slow reflexes,Undirected,40457,,1
short stature,uterus,Undirected,40458,,1
short stature,wrinkling,Undirected,40459,,1
short stature,wide eye spacing,Undirected,40460,,1
short stature,strabismus,Undirected,40461,,1
short stature,undeveloped breasts or nipples,Undirected,40462,,1
short stature,slow sexual development,Undirected,40463,,1
short stature,slow physical development during puberty,Undirected,40464,,1
short stature,unstable gait,Undirected,40465,,2
short stature,small testicles,Undirected,40466,,1
short stature,slow response,Undirected,40467,,1
short stature,skeletal anomalies,Undirected,40468,,1
short stature,spinal curvature,Undirected,40469,,1
short stature,thoracic,Undirected,40470,,1
short stature,shortened spine,Undirected,40471,,1
short stature,skeletal deformities,Undirected,40472,,1
short stature,small palpebral fissures,Undirected,40473,,1
short stature,wide-set eyes,Undirected,40474,,1
short stature,toenails,Undirected,40475,,1
short stature,slow thinking,Undirected,40476,,2
short stature,thinness,Undirected,40477,,1
short stature,unequal leg length,Undirected,40478,,1
short stature,supradiaphragmatic coarctation of the aorta,Undirected,40479,,1
short stature,subcutaneous fat deficiency in limbs,Undirected,40480,,1
short stature,smaller head circumference,Undirected,40481,,1
short stature,shorter upper body,Undirected,40482,,1
short stature,upward outward slanting of the eyes,Undirected,40483,,1
short stature,underdeveloped sexual organs,Undirected,40484,,1
